meta-llama/Llama-3.1-8B-Instruct,6785.66,1.06,1.89,0.5355,0.4803,0.5232,0.8748,0.3803
meta-llama/Llama-3.3-70B-Instruct,10480.98,1.06,1.97,0.5580,0.5046,0.5459,0.8786,0.4063
